Player, Age, Team, Pos, GP, G, A, PTS, +/-, PIM, PS, EV, PP, SH, GW, EV, PP, SH, S, S%, TOI, ATOI, BLK, HIT, FOW, FOL, FO%
Kirill Kaprizov,25,MIN,LW,34,19,25,44,-2,27,4.9,10,9,0,3,16,9,0,135,9.1,707,20:48,14,26,0,3,12.5
Erik Karlsson,32,SJS,D,36,13,35,48,-7,10,6.3,11,2,0,3,23,12,0,102,10.3,906,25:11:00,36,16,0,0,50
William Karlsson,30,VEG,C,37,7,18,25,2,2,2.1,6,1,0,2,10,5,3,70,7.1,659,17:48,24,25,300,238,41.9
Ondrej Kase,27,CAR,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,11,11:02,0,1,0,1,47.4
Zack Kassian,32,ARI,RW,17,1,0,1,-9,34,-0.4,1,0,0,0,0,0,0,10,0,170,10:00,4,23,0,3,45.5
Mark Kastelic,23,OTT,C,31,3,1,4,-6,30,0.1,3,0,0,1,1,0,0,33,10,288,9:17,21,70,156,112,50
Boris Katchouk,24,CHI,LW,18,1,2,3,-2,17,0.1,1,0,0,0,2,0,0,14,10.3,168,9:19,3,39,0,1,50
Martin Kaut,23,COL,RW,21,1,2,3,-2,2,0,1,0,0,1,2,0,0,20,8.3,203,9:39,4,8,2,3,45.3
Clayton Keller,24,ARI,C,33,13,20,33,-8,14,3,9,4,0,2,14,6,0,73,11.5,676,20:29,13,9,9,23,48.2
Parker Kelly,23,OTT,F,32,1,3,4,-5,22,-0.1,1,0,0,1,2,0,1,25,16.1,308,9:38,10,89,2,4,50
Adrian Kempe,26,LAK,LW,38,13,10,23,3,24,2.2,11,2,0,2,7,3,0,102,13.2,719,18:56,16,53,16,33,0
Alexander Kerfoot,28,TOR,C,35,5,11,16,8,16,1.4,3,1,1,1,9,1,1,61,9.1,530,15:09,22,13,28,41,100
Phil Kessel,35,VEG,RW,37,6,7,13,-11,12,0.7,6,0,0,0,2,5,0,66,9.8,457,12:21,9,4,1,4,46
Jujhar Khaira,28,CHI,LW,29,3,3,6,-5,18,0.2,1,1,1,0,2,1,0,29,2.8,385,13:17,18,51,37,23,42.9
Matt Kiersted,24,FLA,D,20,1,3,4,4,6,0.9,1,0,0,0,3,0,0,14,0,197,9:51,7,13,0,0,43.4
Alex Killorn,33,TBL,C,32,9,14,23,7,10,2.3,9,0,0,2,12,2,0,52,18.2,560,17:29,11,22,0,0,51.1
Justin Kirkland,26,ANA,LW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,13,22,7:21,3,3,0,0,46.3
Joel Kiviranta,26,DAL,F,36,5,0,5,-6,20,0,4,0,1,0,0,0,0,50,14.3,445,12:22,11,58,1,4,47.7
John Klingberg,30,ANA,D,28,4,7,11,-21,18,0.6,4,0,0,2,4,3,0,39,20.8,610,21:48,32,27,0,0,28.6
Cole Koepke,24,TBL,LW,17,1,0,1,-5,2,-0.3,1,0,0,0,0,0,0,12,7.7,155,9:06,5,32,0,0,55.8
Keegan Kolesar,25,VEG,RW,35,3,1,4,0,31,0,3,0,0,0,1,0,0,26,11.5,406,11:37,20,109,6,13,39.3
Travis Konecny,25,PHI,C,29,15,17,32,-11,45,3.3,10,3,2,4,9,6,2,93,11.5,593,20:28,23,30,13,14,53.3
Anze Kopitar,35,LAK,C,38,10,19,29,4,4,2.4,9,1,0,1,13,6,0,76,5,776,20:25,47,37,427,315,70
Klim Kostin,23,EDM,C,20,2,4,6,1,15,0.4,2,0,0,0,4,0,0,22,7.7,194,9:43,8,60,3,1,48.1
Jesperi Kotkaniemi,22,CAR,C,35,5,5,10,-2,26,0.6,3,2,0,2,3,2,0,51,0,513,14:40,8,44,169,156,100
Johnathan Kovacevic,25,MTL,D,31,1,4,5,3,14,1.3,1,0,0,0,4,0,0,36,4.8,539,17:23,34,34,0,0,49.5
Filip Kral,23,TOR,D,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4.3,20,9:58,1,2,0,0,46.2
Vitali Kravtsov,23,NYR,RW,16,2,1,3,4,6,0.3,2,0,0,0,1,0,0,11,8.6,171,10:43,3,10,0,2,45
Peyton Krebs,22,BUF,C,26,3,4,7,-1,16,0.3,3,0,0,0,4,0,0,23,11.8,310,11:56,7,26,45,69,53.9
Chris Kreider,31,NYR,LW,36,16,10,26,7,12,3.1,11,4,1,2,5,5,0,112,14,694,19:17,11,64,18,19,48.3
David Krejci,36,BOS,C,29,10,16,26,0,10,2.6,7,3,0,0,9,7,0,48,6.9,498,17:09,19,17,147,145,50
Torey Krug,31,STL,D,31,5,12,17,-20,13,1.1,1,4,0,1,8,4,0,65,23.3,608,19:37,43,27,0,0,0
Dominik Kubalk,27,DET,LW,32,10,16,26,-5,8,2.4,5,5,0,1,9,7,0,87,5.4,520,16:14,11,32,13,9,0
Nikita Kucherov,29,TBL,RW,32,13,36,49,0,22,4.7,8,5,0,3,21,15,0,113,15,673,21:03,13,29,0,0,66.7
Karson Kuhlman,27,TOT,C,20,1,4,5,1,2,0.2,1,0,0,1,4,0,0,20,12.7,225,11:16,9,19,0,1,100
Karson Kuhlman,27,SEA,C,14,1,2,3,3,0,0.2,1,0,0,1,2,0,0,13,14.3,136,9:42,6,8,0,0,50
Karson Kuhlman,27,WPG,C,6,0,2,2,-2,2,0,0,0,0,0,2,0,0,7,9.1,89,14:54,3,11,0,1,0
Brett Kulak,29,EDM,D,36,2,6,8,2,16,1.4,2,0,0,0,6,0,0,42,7.9,650,18:04,56,38,0,0,33.3
Dmitry Kulikov,32,ANA,D,35,2,7,9,-10,24,1.1,2,0,0,0,7,0,0,46,12.5,714,20:25,66,53,0,0,46.3
Luke Kunin,25,SJS,C,31,5,8,13,-9,32,0.7,3,2,0,0,6,2,0,58,0,478,15:26,27,63,5,7,52.7
Rasmus Kupari,22,LAK,C,22,2,3,5,1,8,0.3,2,0,0,0,3,0,0,17,11.7,225,10:13,13,27,79,78,52.3
Sean Kuraly,30,CBJ,C,31,7,3,10,-14,30,0.5,6,0,1,0,3,0,0,50,6,434,14:00,25,84,255,249,59
Philipp Kurashev,23,CHI,C,33,4,10,14,-21,8,0.3,4,0,0,1,6,4,0,58,0,567,17:11,13,21,13,24,49.2
Andrei Kuzmenko,26,VAN,F,33,14,16,30,9,0,3.5,7,7,0,2,14,2,0,60,10,519,15:44,11,7,0,0,56.3
Evgeny Kuznetsov,30,WSH,C,36,5,24,29,0,24,2.3,1,4,0,1,17,7,0,93,14.3,666,18:30,14,17,223,241,53.3
Jordan Kyrou,24,STL,C,32,17,16,33,-18,6,3.2,11,6,0,2,10,5,1,113,0,581,18:10,15,6,3,5,61.4
Kevin Labanc,27,SJS,RW,35,8,11,19,-4,20,1.6,6,2,0,0,10,1,0,63,3.2,547,15:37,15,25,3,1,0
Tanner Laczynski,25,PHI,C,19,2,2,4,1,2,0.3,2,0,0,0,2,0,0,14,13,194,10:13,5,12,18,19,48.7
Sam Lafferty,27,CHI,C,27,3,5,8,-7,13,0.3,1,0,2,1,4,0,1,33,0,387,14:20,8,42,106,98,43.8
Alexis Lafreniere,21,NYR,LW,36,5,12,17,3,10,1.3,5,0,0,1,11,1,0,63,12,541,15:01,11,70,14,17,44.4
Patrik Laine,24,CBJ,RW,20,9,7,16,-7,8,1.5,8,1,0,0,4,3,0,72,12.3,397,19:51,10,11,10,13,46.2
Maxime Lajoie,25,CAR,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.2,24,7:51,0,2,0,0,0
Dylan Larkin,26,DET,C,31,12,19,31,7,10,3.3,7,4,1,2,14,5,0,103,0,629,20:16,18,20,272,256,57.9
Adam Larsson,30,SEA,D,32,3,9,12,13,27,2.5,2,0,1,0,9,0,0,50,0,770,24:04:00,66,83,0,0,42.1
Jacob Larsson,25,OTT,D,3,0,0,0,-1,4,0,0,0,0,0,0,0,0,2,3.6,38,12:46,2,3,0,0,0
Scott Laughton,28,PHI,C,31,7,8,15,-14,12,0.7,2,2,3,0,4,2,2,70,9.6,580,18:43,21,77,224,224,43.8
Jakub Lauko,22,BOS,C,7,1,1,2,0,2,0.2,1,0,0,0,1,0,0,7,8.7,72,10:21,1,14,0,0,46.2
Jeremy Lauzon,25,NSH,D,26,0,2,2,-5,39,0.3,0,0,0,0,1,0,1,27,6.7,407,15:38,27,80,0,0,48.4
Curtis Lazar,27,VAN,C,24,1,1,2,-1,4,-0.3,1,0,0,0,1,0,0,31,6,304,12:40,27,70,29,41,100
Brett Leason,23,ANA,RW,29,3,1,4,-10,6,-0.2,3,0,0,0,1,0,0,23,0,324,11:10,11,23,1,2,62.5
Nick Leddy,31,STL,D,35,0,11,11,-6,12,1.2,0,0,0,0,11,0,0,37,13.3,743,21:13,38,28,0,0,16.7
Anders Lee,32,NYI,LW,36,13,15,28,6,36,3.3,10,3,0,1,10,5,0,108,5.5,618,17:09,27,57,15,15,0
Artturi Lehkonen,27,COL,LW,30,9,14,23,2,14,2.2,3,5,1,2,6,8,0,73,0,636,21:11,26,37,1,12,34.8
Josh Leivo,29,STL,LW,25,2,7,9,0,2,0.5,2,0,0,0,7,0,0,48,13.7,331,13:15,8,31,0,2,59.5
Brendan Lemieux,26,LAK,LW,17,0,3,3,-2,34,-0.1,0,0,0,0,3,0,0,15,0,156,9:11,7,45,4,3,61.1
Jake Leschyshyn,23,VEG,C,18,0,0,0,-4,6,-0.4,0,0,0,0,0,0,0,21,8.5,176,9:48,7,35,65,60,100
Kris Letang,35,PIT,D,28,2,14,16,-11,12,1.6,0,1,1,0,9,5,0,55,6.5,685,24:27:00,48,70,0,0,53.8
Trevor Lewis,36,CGY,C,36,7,5,12,1,6,1.1,6,0,1,1,5,0,0,73,12.1,463,12:52,13,76,41,62,41.8
Timothy Liljegren,23,TOR,D,24,2,4,6,18,12,2.5,2,0,0,0,3,0,1,23,0,449,18:41,34,42,0,0,66.7
Oskar Lindblom,26,SJS,LW,34,2,4,6,-11,6,-0.2,2,0,0,0,3,1,0,30,6.1,343,10:04,9,30,6,7,75
Esa Lindell,28,DAL,D,36,3,7,10,19,8,3.2,3,0,0,1,6,0,1,50,20,717,19:55,62,52,0,0,49.5
Ryan Lindgren,24,NYR,D,34,0,11,11,13,35,2.6,0,0,0,0,11,0,0,41,6.7,634,18:38,60,39,0,0,40
Elias Lindholm,28,CGY,C,35,11,21,32,2,8,3.1,6,5,0,1,16,4,1,83,3.6,669,19:07,17,39,394,313,65.6
Hampus Lindholm,29,BOS,D,34,4,21,25,27,24,5.3,4,0,0,1,12,9,0,73,5.5,812,23:54,44,37,0,0,50
Gustav Lindstrom,24,DET,D,17,0,1,1,-9,8,-0.3,0,0,0,0,1,0,0,9,13.6,239,14:03,12,25,0,0,33.3
Blake Lizotte,25,LAK,C,38,7,9,16,-1,29,1.3,7,0,0,1,9,0,0,51,0,450,11:50,20,47,183,181,37.5
William Lockwood,24,VAN,RW,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,1,0,10,10:18,2,2,0,0,50
Ryan Lomberg,28,FLA,LW,35,4,4,8,-8,42,0.2,4,0,0,1,4,0,0,47,14.3,369,10:33,8,59,5,4,56.1
Steven Lorentz,26,SJS,C,34,3,3,6,-9,6,-0.1,3,0,0,0,3,0,0,46,13,382,11:13,15,53,91,93,47.8
Adam Lowry,29,WPG,LW,35,7,13,20,6,13,1.9,5,0,2,0,12,1,0,58,0,534,15:15,18,75,270,273,0
Jake Lucchini,27,OTT,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,10:09,0,2,0,1,12.5
Milan Lucic,34,CGY,LW,33,2,7,9,-5,18,0.3,2,0,0,0,7,0,0,33,5.8,362,10:58,5,72,10,8,36.6
Matt Luff,25,DET,RW,7,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,5,25,59,8:26,3,7,0,1,37.5
Anton Lundell,21,FLA,C,26,4,10,14,9,19,1.2,3,0,1,0,7,3,0,60,6.7,437,16:49,16,8,148,162,30
Isac Lundestrom,23,ANA,C,24,1,5,6,-6,2,-0.1,0,0,1,0,5,0,0,28,13.3,337,14:02,12,10,105,117,44.6
Nils Lundkvist,22,DAL,D,33,3,7,10,-4,22,1.5,3,0,0,1,5,2,0,55,8.3,575,17:26,37,33,0,0,33.3
Eetu Luostarinen,24,FLA,C,35,8,10,18,11,10,1.9,7,1,0,1,9,1,0,59,7.2,545,15:34,21,20,36,54,0
Olle Lycksell,23,PHI,RW,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,25,29,9:36,2,1,0,0,35
Ilya Lyubushkin,28,BUF,D,18,0,1,1,-1,22,0.1,0,0,0,0,1,0,0,8,3.7,277,15:25,28,40,0,0,50
Olli Maatta,28,DET,D,28,3,9,12,7,6,2.4,3,0,0,0,9,0,0,21,4.3,546,19:29,50,31,0,0,40
Matias Maccelli,22,ARI,LW,30,3,19,22,-2,14,1.5,2,1,0,1,12,7,0,23,0,453,15:05,7,10,0,1,44.9
Kurtis MacDermid,28,COL,D,12,0,1,1,-1,16,0.1,0,0,0,0,1,0,0,5,10.9,75,6:13,1,34,0,1,40.9
Jacob MacDonald,29,COL,D,24,0,1,1,-4,7,0.1,0,0,0,0,1,0,0,22,0,223,9:17,11,22,0,0,42.1
Zack MacEwen,26,PHI,C,31,3,5,8,-5,38,0.2,3,0,0,2,5,0,0,52,0,424,13:41,18,102,10,10,0
Connor Mackey,26,CGY,D,9,2,1,3,-5,9,0.2,2,0,0,0,1,0,0,8,9.9,90,9:58,5,10,0,0,20
Nathan MacKinnon,27,COL,C,23,8,26,34,7,20,3.5,4,4,0,0,16,10,0,120,6.7,504,21:53,14,20,196,223,32.3
Saku Maenalanen,28,WPG,RW,25,4,2,6,4,6,0.6,4,0,0,0,2,0,0,30,11.1,288,11:30,11,57,2,0,75
Josh Mahura,24,FLA,D,35,3,4,7,15,16,2.3,3,0,0,1,4,0,0,36,13.4,500,14:17,26,38,0,0,37
Cale Makar,24,COL,D,33,8,23,31,2,22,5.1,4,4,0,2,9,14,0,111,28.6,896,27:09:00,49,43,0,0,0
Beck Malenstyn,24,WSH,LW,5,1,1,2,2,2,0.3,1,0,0,1,1,0,0,4,11.6,43,8:34,2,15,1,0,39.2
Denis Malgin,26,TOT,C,26,2,2,4,-2,6,0,2,0,0,0,2,0,0,54,10.2,316,12:10,5,34,2,2,30
Denis Malgin,26,TOR,C,23,2,2,4,-1,4,0.1,2,0,0,0,2,0,0,46,7.1,267,11:37,5,28,2,2,46
Denis Malgin,26,COL,C,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,8,14.4,49,16:22,0,6,0,0,53.8
Evgeni Malkin,36,PIT,C,34,11,22,33,0,20,3.2,7,4,0,2,10,12,0,101,3.6,610,17:57,9,18,196,171,35
Brad Malone,33,EDM,C,10,0,0,0,-4,6,-0.3,0,0,0,0,0,0,0,7,12,77,7:41,4,26,26,19,18.2
Mikhail Maltsev,24,COL,LW,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,33,6:36,2,4,14,13,
Andrew Mangiapane,26,CGY,LW,36,7,8,15,-7,16,0.9,7,0,0,1,5,1,2,71,12.9,598,16:37,14,46,4,6,
Josh Manson,31,COL,D,21,2,4,6,2,40,1.4,2,0,0,2,4,0,0,30,4.2,356,16:57,23,46,0,0,
Anthony Mantha,28,WSH,RW,37,8,12,20,0,16,1.9,7,1,0,1,11,1,0,72,10.9,533,14:25,14,35,3,4,
Brad Marchand,34,BOS,LW,26,9,18,27,9,22,2.9,3,6,0,2,6,12,0,67,7.1,487,18:44,8,40,10,11,
Kirill Marchenko,22,CBJ,RW,10,4,0,4,2,2,0.7,3,1,0,0,0,0,0,14,0,125,12:30,5,6,0,0,
Jonathan Marchessault,32,VEG,C,35,14,13,27,-2,9,3,7,7,0,2,8,5,0,121,4.8,585,16:43,6,42,12,20,
Mason Marchment,27,DAL,F,36,9,12,21,0,48,2,7,2,0,1,10,2,0,88,13.3,568,15:47,16,49,7,8,
John Marino,25,NJD,D,32,3,6,9,11,10,2.6,3,0,0,0,6,0,0,42,3.8,683,21:20,43,31,0,0,
Mitch Marner,25,TOR,RW,35,13,28,41,3,12,3.9,9,3,1,2,15,12,1,90,26.2,747,21:20,25,29,0,2,
Pat Maroon,34,TBL,LW,32,1,4,5,-5,49,-0.1,1,0,0,0,3,1,0,28,4.8,315,9:51,3,62,2,4,
Matt Martin,33,NYI,LW,35,3,6,9,3,41,0.7,3,0,0,1,6,0,0,25,22.5,375,10:43,17,121,4,10,
Alec Martinez,35,VEG,D,37,0,5,5,6,14,1.8,0,0,0,0,5,0,0,33,0,727,19:39,132,24,0,0,
Jordan Martinook,30,CAR,LW,35,9,10,19,11,22,2.3,9,0,0,1,10,0,0,70,19.6,541,15:28,11,41,15,19,
Mike Matheson,28,MTL,D,10,1,5,6,-4,12,0.6,1,0,0,0,3,2,0,24,6.7,242,24:14:00,9,14,0,0,
Auston Matthews,25,TOR,C,35,17,23,40,19,10,4.8,9,8,0,3,18,5,0,156,12,713,20:22,37,51,255,235,
Scott Mayfield,30,NYI,D,36,4,4,8,4,40,2,4,0,0,0,4,0,0,56,0,735,20:24,71,46,0,0,
Dysin Mayo,26,ARI,D,13,0,0,0,-7,6,-0.4,0,0,0,0,0,0,0,6,2,156,11:58,18,28,0,0,
Charlie McAvoy,25,BOS,D,21,2,16,18,10,18,3,1,1,0,1,7,9,0,42,8.3,484,23:01,38,37,0,0,
Jack McBain,23,ARI,C,33,4,2,6,-3,29,0.1,4,0,0,0,2,0,0,30,0,440,13:20,21,108,163,197,
Jake McCabe,29,CHI,D,30,1,8,9,2,10,2,1,0,0,0,8,0,0,26,0,569,18:58,76,65,0,0,
Jared McCann,26,SEA,C,29,16,6,22,7,6,3,14,2,0,1,3,3,0,61,0,454,15:38,5,24,18,30,
Michael McCarron,27,NSH,RW,15,1,1,2,-2,17,0,1,0,0,0,1,0,0,21,0,148,9:50,13,34,19,19,
Connor McDavid,26,EDM,C,36,31,36,67,3,16,7.8,16,14,1,4,15,21,0,138,12.1,825,22:54,20,28,213,218,
Ryan McDonagh,33,NSH,D,26,0,7,7,6,8,1.8,0,0,0,0,7,0,0,24,12.3,532,20:28,55,21,0,0,
Brock McGinn,28,PIT,LW,34,10,5,15,4,8,1.8,8,0,2,3,5,0,0,51,4.5,456,13:25,20,44,3,7,
Roland McKeown,27,NSH,D,3,0,0,0,-1,6,0,0,0,0,0,0,0,0,0,0,41,13:44,4,1,0,0,
Michael McLeod,24,NJD,C,34,3,11,14,3,30,1.1,3,0,0,1,11,0,0,45,0,409,12:01,17,57,241,177,
Ryan McLeod,23,EDM,C,23,3,5,8,-1,10,0.4,2,0,1,0,4,0,1,25,7.1,332,14:26,9,13,120,139,
Connor McMichael,22,WSH,C,6,0,0,0,0,5,-0.1,0,0,0,0,0,0,0,2,7.1,53,8:52,3,2,2,1,
Brayden McNabb,32,VEG,D,37,1,10,11,13,12,3,1,0,0,0,8,0,2,51,19,752,20:20,82,79,0,0,
Mason Mctavish,20,ANA,C,35,6,14,20,-10,18,1.3,3,3,0,0,8,6,0,72,0,503,14:22,13,33,99,128,
Jaycob Megna,30,SJS,D,33,0,9,9,2,17,1.7,0,0,0,0,8,0,1,33,14.7,609,18:27,44,38,0,0,
Jayson Megna,32,TOT,C,22,0,1,1,-8,4,-0.5,0,0,0,0,1,0,0,10,5.6,178,8:06,9,27,38,38,
Jayson Megna,32,COL,C,14,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,4,15.7,102,7:18,2,20,36,35,
Jayson Megna,32,ANA,C,8,0,1,1,-6,2,-0.2,0,0,0,0,1,0,0,6,3.8,76,9:31,7,7,2,3,
Timo Meier,26,SJS,RW,36,20,16,36,-4,12,4.1,10,10,0,3,14,2,0,165,11.8,720,20:00,12,82,16,23,
Dawson Mercer,21,NJD,C,34,8,10,18,0,10,1.7,6,1,1,2,7,3,0,65,0,521,15:19,25,14,35,48,
Jonathon Merrill,30,MIN,D,30,1,6,7,1,12,1.4,1,0,0,0,6,0,0,22,10.6,478,15:56,37,21,0,0,
Victor Mete,24,TOR,D,11,0,2,2,3,4,0.5,0,0,0,0,2,0,0,7,10.9,144,13:04,9,3,0,0,
Carson Meyer,25,CBJ,RW,7,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,8,6.7,63,9:03,3,11,0,0,
Ben Meyers,24,COL,F,13,1,0,1,-2,0,-0.1,1,0,0,0,0,0,0,14,6.1,164,12:39,4,12,57,42,
Jacob Middleton,27,MIN,D,33,2,4,6,3,40,1.7,2,0,0,0,4,0,0,28,10.9,602,18:14,57,48,0,0,
Ilya Mikheyev,28,VAN,F,31,12,10,22,7,2,2.5,11,1,0,1,9,1,0,63,10.8,529,17:04,10,10,1,7,
Niko Mikkola,26,STL,D,34,0,2,2,7,21,1.1,0,0,0,0,2,0,0,20,4.9,537,15:48,50,66,0,0,
Sonny Milano,26,WSH,LW,24,5,11,16,-1,10,1.5,5,0,0,2,7,4,0,34,0,325,13:32,5,18,0,0,
Colin Miller,30,DAL,D,35,2,7,9,13,23,2.5,2,0,0,1,7,0,0,36,7.9,570,16:17,26,50,0,0,
J.T. Miller,29,VAN,C,34,13,17,30,-11,28,2.3,6,7,0,1,9,8,0,83,0,708,20:49,21,77,88,95,
K'Andre Miller,23,NYR,D,36,2,14,16,1,16,2.6,2,0,0,0,12,0,2,53,0,794,22:03,42,76,0,0,
Daniil Miromanov,25,VEG,D,12,2,3,5,-6,2,0.5,1,1,0,0,1,2,0,17,4.8,213,17:47,12,6,0,0,
Ian Mitchell,24,CHI,D,7,0,2,2,-5,0,0,0,0,0,0,2,0,0,5,0,117,16:41,8,1,0,0,
Casey Mittelstadt,24,BUF,C,32,5,12,17,-12,8,0.7,1,3,1,0,5,7,0,47,4.3,500,15:37,4,16,190,201,
Sean Monahan,28,MTL,C,25,6,11,17,-5,16,1.4,5,1,0,0,8,3,0,55,12,434,17:22,8,10,177,144,
Brandon Montour,28,FLA,D,33,6,21,27,-5,40,3.2,3,3,0,3,14,7,0,89,7.1,828,25:05:00,44,41,0,0,
Trevor Moore,27,LAK,LW,37,7,12,19,-4,8,1.1,5,1,1,1,7,5,0,115,14.4,653,17:39,12,41,6,17,
Josh Morrissey,27,WPG,D,35,6,34,40,14,23,6.3,5,1,0,4,21,13,0,55,0,822,23:30,48,39,0,0,
J.J. Moser,22,ARI,D,33,4,12,16,-12,16,1.7,4,0,0,1,5,7,0,37,14.6,725,21:57,64,31,0,0,
Tyler Motte,27,OTT,C,32,3,6,9,3,4,0.7,2,0,1,0,6,0,0,61,15.2,443,13:50,32,67,19,29,
Jacob Moverare,24,LAK,D,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,6,16.2,30,14:58,4,3,0,0,
Connor Murphy,29,CHI,D,33,3,2,5,-2,25,1.7,2,0,1,0,2,0,0,38,0,644,19:31,69,63,0,0,
Ryan Murray,29,EDM,D,13,0,3,3,-4,4,0.1,0,0,0,0,3,0,0,8,11.8,171,13:07,12,11,0,0,
Jake Muzzin,33,TOR,D,4,0,1,1,0,2,0.2,0,0,0,0,1,0,0,8,10,67,16:43,10,11,0,0,
Philippe Myers,26,TBL,D,11,1,2,3,0,4,0.5,1,0,0,0,2,0,0,21,12.5,127,11:33,6,31,0,0,
Tyler Myers,32,VAN,D,31,0,9,9,7,45,1.6,0,0,0,0,9,0,0,36,8.8,638,20:36,48,37,0,0,
Vladislav Namestnikov,30,TBL,C,31,2,6,8,-5,11,0.1,2,0,0,0,4,2,0,46,16.7,399,12:52,10,41,45,77,
Martin Necas,24,CAR,C,35,15,19,34,7,18,4,11,4,0,2,13,6,0,125,20,682,19:29,8,24,84,119,
Jake Neighbours,20,STL,LW,13,1,0,1,-10,4,-0.4,1,0,0,0,0,0,0,14,5.7,156,12:02,4,12,2,5,
Brock Nelson,31,NYI,C,36,15,21,36,10,16,4.3,12,3,0,5,15,6,0,104,17.2,671,18:39,23,30,238,259,
Patrik Nemeth,30,ARI,D,28,0,3,3,0,10,0.7,0,0,0,0,3,0,0,19,9.8,445,15:54,36,41,0,0,
Alex Newhook,22,COL,C,33,7,5,12,-3,10,1,6,1,0,1,5,0,0,48,6.3,492,14:55,8,29,64,124,
Valeri Nichushkin,27,COL,RW,15,7,9,16,4,0,1.9,1,5,1,1,7,1,1,46,0,310,20:41,10,18,0,1,
Nino Niederreiter,30,NSH,RW,33,11,6,17,-8,6,1.6,9,2,0,1,5,1,0,68,9.6,515,15:36,12,71,3,3,
Markus Niemelinen,24,EDM,D,20,0,0,0,4,4,0.4,0,0,0,0,0,0,0,13,14.3,209,10:28,14,57,0,0,
Matthew Nieto,30,SJS,LW,32,6,6,12,-13,6,0.5,6,0,0,1,5,1,0,51,4.8,496,15:30,14,23,3,5,
Stefan Noesen,29,CAR,RW,34,7,10,17,3,17,1.8,2,5,0,1,6,4,0,70,0,430,12:39,12,50,11,8,
Joshua Norris,23,OTT,C,5,1,1,2,0,2,0.2,1,0,0,0,1,0,0,8,5.9,92,18:21,3,6,33,24,
Tomas Nosek,30,BOS,C,34,3,4,7,6,34,0.4,2,0,1,0,4,0,0,34,26.7,427,12:34,14,36,179,128,
Thomas Novak,25,NSH,C,4,1,2,3,-1,2,0.3,0,1,0,0,1,1,0,6,6.7,48,11:55,2,0,6,21,
Ryan Nugent-Hopkins,29,EDM,C,36,18,23,41,-5,20,4.1,12,6,0,2,6,16,1,90,0,710,19:43,14,22,152,181,
Darnell Nurse,27,EDM,D,36,5,13,18,9,30,3.3,4,0,1,1,12,1,0,87,0,863,23:58,72,55,0,0,
William Nylander,26,TOR,C,35,21,19,40,16,10,5.2,15,6,0,3,11,8,0,122,19.1,648,18:31,9,10,14,18,
Gustav Nyquist,33,CBJ,RW,33,6,10,16,-9,14,0.9,6,0,0,0,10,0,0,61,4.5,580,17:35,20,21,10,15,
Liam O'Brien,28,ARI,C,28,1,4,5,0,40,0,1,0,0,0,4,0,0,16,10.6,337,12:01,15,102,3,4,
Drew O'Connor,24,PIT,F,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,4,13.9,39,7:53,3,10,9,13,
Logan O'Connor,26,COL,RW,33,5,5,10,3,10,0.8,4,0,1,0,4,0,1,52,0,505,15:18,27,51,0,7,
Ryan O'Reilly,31,STL,C,35,10,6,16,-26,6,0.5,8,1,1,2,5,1,0,70,10.1,643,18:22,17,13,330,293,
Jordan Oesterle,30,DET,D,22,1,1,2,2,6,0.7,1,0,0,0,1,0,0,21,37.5,340,15:27,25,17,0,0,
Nikita Okhotyuk,22,NJD,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,15.4,14,14:03,2,1,0,0,
Kyle Okposo,34,BUF,RW,25,3,10,13,3,12,0.9,2,1,0,0,7,3,0,51,9.4,374,14:58,8,27,37,53,
Oskar Olausson,20,COL,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,7,7:02,0,0,0,0,
Jamie Oleksiak,30,SEA,D,25,4,3,7,3,23,1.3,4,0,0,0,3,0,0,15,13.4,476,19:01,46,56,0,0,
Mathieu Olivier,25,CBJ,F,28,2,3,5,-11,43,-0.2,2,0,0,1,3,0,0,30,12.5,319,11:24,25,66,0,7,
Frederik Olofsson,26,DAL,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13.8,9,9:16,0,0,0,0,
Gustav Olofsson,28,SEA,D,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,6,22.4,39,12:56,4,2,0,0,
Victor Olofsson,27,BUF,RW,32,13,5,18,-9,4,1.7,10,3,0,2,3,2,0,68,12.6,454,14:11,7,7,1,3,
Dmitry Orlov,31,WSH,D,21,2,8,10,10,4,2.4,2,0,0,1,7,1,0,44,5.9,465,22:07,35,48,0,0,
